,movie_name,movie_rating,movie_director,user_comment
10,Sadak 2 (2020),1.1,Mahesh Bhatt,"Below average movie, not a good story line up. Uncontrollable actions and poor bgm"
11,Sadak 2 (2020),1.1,Mahesh Bhatt,"My question to mr Bhatt is WHY u have made this movie

I think the story was decided on the SADAK itself while shooting so it doesn't know where to go

The stars were trying to do some acting but ended with doing nothing

At the end of this movie you will ask your self WHY I saw this movie"
12,Sadak 2 (2020),1.1,Mahesh Bhatt,"Started this movie , but not sure where the story is going. Flop storyline.

Need to appreciate Sanjay dutt acting :)"
13,Sadak 2 (2020),1.1,Mahesh Bhatt,Don't watch it. Pathetic movie. Just waste of time. No concept.
14,Sadak 2 (2020),1.1,Mahesh Bhatt,"furiousdevil29 August 2020
Total ridiculous movie.. If you don't want to waste 2 hours of your life and cry at the end why the hell i watched this movie. Then don't watch this one. Acting: 0 Story : 0.5 Direction : -1"
15,Sadak 2 (2020),1.1,Mahesh Bhatt,This is worst movie ever... Watching this movie means wasting ur ti
16,Sadak 2 (2020),1.1,Mahesh Bhatt,Worst movie I ever seen..expected that only. Nothing new.
17,Sadak 2 (2020),1.1,Mahesh Bhatt,Simply waste of time. No story line with poor performances
18,Sadak 2 (2020),1.1,Mahesh Bhatt,Worst movie ever. Alia should not be taken in films. I have wasted my 40 minutes. Hotstar must kick this movi
19,Sadak 2 (2020),1.1,Mahesh Bhatt,"It's a very bad movie. No direction, no story and no emotions. Acting is just flat. They have made a movie just for the sake of it. Utter nonsense movi"
20,Sadak 2 (2020),1.1,Mahesh Bhatt,Complete waste of a nice Saturday Morning...the worst movie ever
21,Sadak 2 (2020),1.1,Mahesh Bhatt,Horrible story and pathetic acting. don't watch this ewww movie 
22,Sadak 2 (2020),1.1,Mahesh Bhatt,It's just so boring ufff feeling exsosted it's just not watchable just boring film and specially waste of money.
23,Sadak 2 (2020),1.1,Mahesh Bhatt,Waste of time..waste of money...waste of everything..don't wat
24,Sadak 2 (2020),1.1,Mahesh Bhatt,"I tried to keep an objective perspective on this movie and the trailer really disappointed me but the film overall was so painful to sit through.

Sadak 2 shows Ravi mourning his dead wife but soon finds purpose in life after meeting Aryaa.

With all the controversy surrounding the Bollywood film industry, I try to stay honest and objective towards every film I see and believe me when I say, Sadak 2 is the WORST film I've seen in 2020 so far and its issues lie in its outdated script. This film didn't even need to be called Sadak 2 as it barely adds anything to the first film. I even tried to watch this as a comedy and there were some funny moments but so much of it was boring that I wanted it to end as soon as possible. If this came out in 90s, it would have probably worked as I don't think I've seen something so outdated in a long time.

The story is fairly predictable but Mahesh Bhatt and Suhrita Sengupta add a few twists along the way. These twists come out of nowhere and there is zero build up for any of them. I cannot forget to mention how bad the villains were. They're so poorly developed and underutilised. Mahesh Bhatt could've told this story in a non-linear fashion which would have enhanced the story and characters in some way but this film takes none of those options. It decides to reveal everyone's backstory in the most uncreative and lazy way: exposition. Its storytelling methods tell me nothing about Mahesh Bhatt's skill as a director. There are no risks taken to present a bland story like this in an unconventional and original way. It's told in the most basic way possible.

The song placements were so obnoxious. When stakes began to rise, for some reason a song would be played right after it. Not only is it tonally inconsistent but it relieves any tension the film may have built up. Then there were little things which got on my nerves. There's this scene where Jisshu Sengupta plays a voice message of Alia Bhatt and before she speaks, the message is already halfway done but then she speaks for around two minutes which makes no sense. This shows the lack of care and effort that went into making Sadak 2. The film tries to spread the message of how God has turned into a business where the vulnerable are being taken advantage of and how you can find purpose in life after dealing with a loss but none of these are explored in greater detail.

I liked Sanjay Dutt's performance here even though he had little to work with. Alia Bhatt is one of the best actresses working today and did an okay job. There are other films where I feel she gave a more memorable performance. Aditya Roy Kapur is completely wasted here. Jisshu Sengupta tries but the material he had to work with was so bad.

There are quite a few scenes that are unintentionally funny. I honestly couldn't take Makrand Deshpande's character seriously and some scenes with Alia Bhatt shouting and a scene involving an owl were quite funny. However, there is no point watching Sadak 2. Nothing about it is remotely enjoyable or special. It's a very forgettable film and one I won't ever see again."
25,Sadak 2 (2020),1.1,Mahesh Bhatt,"The movie should be avoided as its a complete waste of time, Alia is completely off colour in thos movie and so are other sta"
26,Sadak 2 (2020),1.1,Mahesh Bhatt,"We cannot compare it with its first part. Music worst, story is scrap, acting level is zero. Seems like wastage of mone"
27,Sadak 2 (2020),1.1,Mahesh Bhatt,"After having all the tragedy star kid wont listen at all to release the waste story .. Atleast make something good so that your bad name will go off. I am commenting this not coz of SSR i am doing this based on sadak 1. From story to song , from concept to execution, from actor to actor not actoress all were fantastic. Here it is opposit"
28,Sadak 2 (2020),1.1,Mahesh Bhatt,One of the worst movies being made in recent time
29,Sadak 2 (2020),1.1,Mahesh Bhatt,Don't watch the movie. It is a wastage of time. Acting is very poor and the script is wor
30,Sadak 2 (2020),1.1,Mahesh Bhatt,"If you are into Cringe worthy content then this movie is for you. While watching the movie I had to stop and check the calendar whether its 1980s or 2020. Same old bollywood drama, we all grew up watching. This film offers nothing more. The acting is below average, the dialogs doesn't fit the scene or characters. The attempt to make another fake baba villain is plain boring. The audience is right, that we should not expect much when nepotism is preferred over talent by these bollywood directors. It was painful to give even 1 star to this movi"
31,Sadak 2 (2020),1.1,Mahesh Bhatt,"This film is absolutely Garbage. No story, Overacting, lack of direction, build up, unnecessary songs and just ghastly old concepts that were not given enough time to be explored.

If Mahesh Bhatt used his brain he would have used this boring story and created something more interesting by perhaps changing the sequences of the story, making it perhaps non-linear... and may be the story could have been slightly more appealing.

Like I said don't waste your time on this garbage. No No N"
32,Sadak 2 (2020),1.1,Mahesh Bhatt,Hard to watch Brand 'Sadak' nose diving in such a way
33,Sadak 2 (2020),1.1,Mahesh Bhatt,The director thinks that his magic which worked in the 90's will work nowadays. This movie was garbage and the screenplay is dead. I wish i could give 0/10 and this trash film has trash acting and direction. Better luck next ti
34,Sadak 2 (2020),1.1,Mahesh Bhatt,Totally disappointed. Direction too is below par. Waste of tim
35,Sadak 2 (2020),1.1,Mahesh Bhatt,Sadak 2 is a script which was written by someone during their hasty 10 minutes trip to the toilet. The starcast fails to make slightest of the impression and Sanjay Dutt should retire as soon as possibl
36,Sadak 2 (2020),1.1,Mahesh Bhatt,This movie doesn't have any meaning. Nothing to watch in this. Only waste of time and money. Better go with another movi
37,Sadak 2 (2020),1.1,Mahesh Bhatt,Overall very weak movie and weak story acting is wrost and i can like only one thing in this movie the performance of sanjay dutt is excellent...
38,Sadak 2 (2020),1.1,Mahesh Bhatt,"It is incredible that this movie was even made. The producers of the film should be have taken pity on the people under lockdown and not released it.

The story is terrible, screenplay horrendous and the acting is downright poor. Most of the dialogue in the film can be simply defined as ""ghisa pita"".

Whenever the plot, rises ever so slightly , to sprout some interest, the filmmaker destroys that potential without delay.

The viewer is confused about the tone of the film. Is it supposed to be dark? Serious? Parody? Are the actors acting the way they are, because they have been instructed to sabotage the film ?

The music is forgettable. Sets, art and production designers have painted a migraine on screen. The Make up is farcical.

The list is endless. I can't go on. But I think you catch the drift.

To those whose curiosity is still not satiated, can of course watch the movie. It will offer a lot of moments when you would wonder why you are watching it."
39,Sadak 2 (2020),1.1,Mahesh Bhatt,Poor acting. Bad storyline. Worst movie of the ye
40,Sadak 2 (2020),1.1,Mahesh Bhatt,Storyline could have been better. Acting is moderate. Direction is not wort
41,Sadak 2 (2020),1.1,Mahesh Bhatt,"No proper storyline, it goes in vague and to elongate the movie they have unnecessarily stretched some scene"
42,Sadak 2 (2020),1.1,Mahesh Bhatt,"Every aspect is zero fir movie. Even not a single positive. Save your time, avoid i"
43,Sadak 2 (2020),1.1,Mahesh Bhatt,"Pathetic, it is..no words... illogical,slow,lathargic screenpl"
44,Sadak 2 (2020),1.1,Mahesh Bhatt,Such a pathetic movie. No plot. Made just for the sake to promote daughter. Simply avoid this movi
45,Sadak 2 (2020),1.1,Mahesh Bhatt,"This is a total ridiculous movie with a worst plot and there wasn't even a minute that this movie could be enjoyed. No story, no character development nothing whatsoever. My suggestion would be to skip this movie and rewatch some other comedy or drama movie"
46,Sadak 2 (2020),1.1,Mahesh Bhatt,Felt like I have wasted my time. Worst in all aspect
47,Sadak 2 (2020),1.1,Mahesh Bhatt,"I don't recommend it to anyone, instead watch something els"
48,Sadak 2 (2020),1.1,Mahesh Bhatt,#OneWordReview #Sadak2: UNBEARABLE. Rating: 1 Just cannot be compared to its first part. Lacklustre plot. Lethargic and lifeless screenwriting. Music doesn't work either. Terrible waste of the brand [#Sadak] and talent associated with this film. #Sadak2Revi
49,Sadak 2 (2020),1.1,Mahesh Bhatt,"Although I hadn't expected much from the movie,the movie doesn't fail to disappoint.There is absolutely no sense in the story and the movie is made worse with the Unrealistic plot and the mediocre acting show"
50,Sadak 2 (2020),1.1,Mahesh Bhatt,"This is the Worst Movie Ever. . . . . . Pathetic acting and even worse direction. Don't waste your Time, Money and Energy watching this stupid movi"
51,Sadak 2 (2020),1.1,Mahesh Bhatt,I had lots of expectations with this movie despite if all the negativity around. The sad fact is that movie is not upto the mark. To be honest it was a total wastage of time. I thought that since good actors are there it would be a great movie. Even the actors have not justified their works except Sanjay Dut
52,Sadak 2 (2020),1.1,Mahesh Bhatt,Plzzz don't waste your precious time plzz worst movie in the history of Indian cine
53,Sadak 2 (2020),1.1,Mahesh Bhatt,Keeping aside the controversy the movie has poor script writing and dismal performanc
54,Sadak 2 (2020),1.1,Mahesh Bhatt,Disaster total disaster . Don't waste your time . Not wort
55,Sadak 2 (2020),1.1,Mahesh Bhatt,"Boring, sleepy, unconnected, stotyless, mindless, film which revolves around on a uselss poi"
56,Sadak 2 (2020),1.1,Mahesh Bhatt,"How can people make such pathetic movie and still expect people to watch them.

This guy's are lucky that it didn't got a theatrical release.

Apart from Sanjay Dutt everything in the movie is b"
57,Sadak 2 (2020),1.1,Mahesh Bhatt,This movie is totally disaster. No proper storyline . Nonsense acting Direction is too bad. Don't watch it save your time and money both. 0/
58,Sadak 2 (2020),1.1,Mahesh Bhatt,Warning: Spoile
59,Sadak 2 (2020),1.1,Mahesh Bhatt,"I am a huge Sanjay Dutt fan but this movie has not given him enough to work with. I plot is very predictable and excruciatingly lame. Aliah and Aditya have been given the 'token' cute boyfriend-girlfriend roles; there was nothing fresh about the characters. Music could also be more intense as movie tries to get dark.

I just feel bad for my favorite Sanju Bawa, this movie is one of the poorest life choices he has ever had to make (including possession of drugs and weapons). Bollywood needs to make better effort, especially when there are plethora of movies and series being released via OTT.

Sadak 2 equal Sadak Chaa"
60,Sadak 2 (2020),1.1,Mahesh Bhatt,"Aa it was a Friday evening so I watched this movie on OTT, but this is honestly so bad that could not tolerate for 40 mins and I had to switch to some other hollywood flick, worst acting by Alia Bhatt who is daughter of director of this movie, direction is so bad that a newcomer can do better work then this, actor is wasted in this movie and used as a prop of lead actress who has drowned the good actors also with her, Sanjay Dutt did decent acting with limited role given to him but it's only because of his fan following, overall nit worth watching even once, you will waste 120 minutes, better to watch some good documentary on nat geo or discovery rather than wasting time on a poor seque"
61,Sadak 2 (2020),1.1,Mahesh Bhatt,"Purchased Disney/Hotstar subscription specially for this movie, and regretting now.

Waste movi"
62,Sadak 2 (2020),1.1,Mahesh Bhatt,Disaster of epic proportions.Has to be one of the worst movies of all ti
63,Sadak 2 (2020),1.1,Mahesh Bhatt,"This movie doesn't have any proper story that can hold you for long hours, no suspens, nothing, specially very bad acting by Alia Bhatt. Very bad performan"
64,Sadak 2 (2020),1.1,Mahesh Bhatt,"Biggest blunder, worst story Telling, worst screenplay, worst music, pathetic movie. Its a mental torture watching this movie. Overall all worst Acting. No more words to tell. Mad Movi"
65,Sadak 2 (2020),1.1,Mahesh Bhatt,So bad it's literally bad. bad acting. Same old script. Nothing much to wat
66,Sadak 2 (2020),1.1,Mahesh Bhatt,"No logic, no story, just get the time wasted ! Despite the situation of hatred increasing, it actually proves that it is equally boring. Poor direction, poor actin"
67,Sadak 2 (2020),1.1,Mahesh Bhatt,Worst!!! Movie is worthless with worthless actor
68,Sadak 2 (2020),1.1,Mahesh Bhatt,I don't understand why this movie was made when there was no storyline. Pathetic acting and shoddy camera wor
69,Sadak 2 (2020),1.1,Mahesh Bhatt,"Very boring movie, don't waste your time here instead do something fruitf"
70,Sadak 2 (2020),1.1,Mahesh Bhatt,"Sadak 2 is a dull, routine and boring sequel that has nothing new to offer, Don't waste your tim"
71,Sadak 2 (2020),1.1,Mahesh Bhatt,Very poor direction.I have never seen worst movie like sadak 2 . please don't waste your ti
72,Sadak 2 (2020),1.1,Mahesh Bhatt,I thought about the controversy around it and planned to watch it. My decision was totally wrong. This is not tolerable. Pathetic movie. Had there been negative stars would have rated that. However I would not write on the plot to spoil it for anyone who has high hopes from the movie and want to see i
73,Sadak 2 (2020),1.1,Mahesh Bhatt,"I was hoping for it to be awesome movie but it turned out to be lack lusture, deeply boring and pathetic display of acting. Every main cast barring few looked like they are acting with poker face, look weirdly artificial emotion. I literally got a headache after watching thi"
74,Sadak 2 (2020),1.1,Mahesh Bhatt,"Worst movie. Total waste of money and time. Do not go for this movie. No story, very poor acting and direction. Total wast"
75,Sadak 2 (2020),1.1,Mahesh Bhatt,Very bad script & acting.. Worst part is that they even consider making this fil
76,Sadak 2 (2020),1.1,Mahesh Bhatt,Can I ask someone to give me 90 min back. This movie is like nightma
77,Sadak 2 (2020),1.1,Mahesh Bhatt,"It was not understood why the movie was named ""Sadak 2""?The movie needed to be named ""Taxiwala""🙂

There is no storyline in the film.Those old love-based garbage trash movies of the 80s and 90s.Alia and Makarand have been overacting throughout the movie.The audience would have been happier if Alia had shouted a little less.😔😢

Good actors like Jisshu and Gulshan Grover cannot be expected in such a film.😌

The most positive aspect of the film is Jeet Ganguly's music.👍"
78,Sadak 2 (2020),1.1,Mahesh Bhatt,Very poor direction by mahesh bhatt. I have never seen movie like sadak 2. Please don't waste your tim
79,Sadak 2 (2020),1.1,Mahesh Bhatt,"Story is scrambled. After all the controversy, its not worth it to watch this film. If you have lot of free time, spend it on a book or listening to music instead of wasting it on this fil"
80,Sadak 2 (2020),1.1,Mahesh Bhatt,What a worst movie. Couldn't tolerate more than 10 minut
81,Sadak 2 (2020),1.1,Mahesh Bhatt,"Pathetic Story, Screenplay and Direction. Story makes just No Sense. It feels like the movie was made all about to show Hindus and Hindu Gods in Bad Light. Aditya Roy Kapur's acting is Stale and Alia Bhatt looks dead through out the movie. Sanjay Dutt doesnt have much of Screen Time in the Movie. Its Worthless to Watch and Waste of Time. Avoid this Torturous Movi"
82,Sadak 2 (2020),1.1,Mahesh Bhatt,Movie gives the feeling of a great lullaby to sleep with pathetic acting performances.. horrible plot
83,Sadak 2 (2020),1.1,Mahesh Bhatt,Very very bad movie worst movie of the year. Why did i watched this movie. I would not recommend this movie to anyo
84,Sadak 2 (2020),1.1,Mahesh Bhatt,"Acting of Entertainer's like alia, & supporting was below average.... it seems dull. Full wastage of Tim"
85,Sadak 2 (2020),1.1,Mahesh Bhatt,"The movie storyline is flawed and nowhere close to the original Sadak. The performances are mediocre, especially by Alia and Sanjay. If you want to get a headache to bail on someone and cannot lie, this is the easiest way to get on"
86,Sadak 2 (2020),1.1,Mahesh Bhatt,Despite all the controversy this movie doesn't match current movie standards. Bollywood should know by now that viewers want good story and performance. This movie lacks both of the
87,Sadak 2 (2020),1.1,Mahesh Bhatt,It is the WORST. Even don't wanted to give 1 star Acting is as usual ..badd.
88,Sadak 2 (2020),1.1,Mahesh Bhatt,"Just I dont like it... I dont have interest on it............,........"
89,Sadak 2 (2020),1.1,Mahesh Bhatt,"Don't watch and waste your time & effort, it is so predictable and less enjoying, feels sorry for Adit"
90,Sadak 2 (2020),1.1,Mahesh Bhatt,"Unnecessary reference to sadak1, slow paced and pathet"
91,Sadak 2 (2020),1.1,Mahesh Bhatt,Never seen such a worst movie... Waste of time ....it is a big sham .. I wasted my time ...who will compensate that 
92,Sadak 2 (2020),1.1,Mahesh Bhatt,Warning: Spoile
93,Sadak 2 (2020),1.1,Mahesh Bhatt,"When this movie released, i wanted to see the movie open minded since I am a ardent Movie Lover. However, Disaster is written all over the movie. Not even a single craft impresses us An Audience. Performances were too bad. Music below par. Story is 100 year old concept.

If you want free Headache, you can watch this movie anyt"
94,Sadak 2 (2020),1.1,Mahesh Bhatt,The story is very bad. Sanjay dutt acting is good but alia acting is very bad..
95,Sadak 2 (2020),1.1,Mahesh Bhatt,"I would love to give this movie a 0 star, but IMDB doesn't allow this, it is one of the worst movie I have ever seen It has nothing, no script, no direction, no acting It's emotion less and I ask you not to waste your precious time by watching this. Watch this movie only if you have nothing to do for next ye"
96,Sadak 2 (2020),1.1,Mahesh Bhatt,Nothing much than the typical Bollywood drama that too poorly d
97,Sadak 2 (2020),1.1,Mahesh Bhatt,Extremely BAD movie. Pathetic story line and direction even an ordinary man can make a better movie.Horrible acting by Alia Bhatt. this is a complete waste of time.I should have rather slept than watching this movie. Would suggest everyone to just skip and not spoil your weekend. C
98,Sadak 2 (2020),1.1,Mahesh Bhatt,One of the worst movie... Only Sanju Baba is great rest all are more than w
99,Sadak 2 (2020),1.1,Mahesh Bhatt,Not because of the cast involved but because of cast involved except sanjay 
100,Sadak 2 (2020),1.1,Mahesh Bhatt,I am a Sadak fan but this one is intolerable .Pls dnt watch it as you will waste your time .Why do people ruin the original one is beyond my imaginat
101,Sadak 2 (2020),1.1,Mahesh Bhatt,Sanjay dutt was good as he is but rest of the star was only
102,Sadak 2 (2020),1.1,Mahesh Bhatt,I watched it inspite of all the allegation of nepotism but then also it was really bad movie and very bad ac
103,Sadak 2 (2020),1.1,Mahesh Bhatt,"The original was much better than this.the story is predictable.Didn't enjoy it at all.but the soundtract is ok and sanju was the best.and yes,i watched the movie bcz of sanju.but the director disappointed me with bad storyline. P.S.: I watched it with fresh mind without any hatre. "
104,Sadak 2 (2020),1.1,Mahesh Bhatt,I ll give one star for jishu sengupta nd sanjay dutt performance... story was really bad... no one performed good except these 2 ppl... music s good.. totally its a disa
105,Sadak 2 (2020),1.1,Mahesh Bhatt,Slow and Bad story Line. Only sanjay dutt was Dec
106,Sadak 2 (2020),1.1,Mahesh Bhatt,Warning: Spoile
107,Sadak 2 (2020),1.1,Mahesh Bhatt,The most horrible film seen in this pandemic. And I have seen more than 300 films in these five months. Even Snakes on a plane is better. Why are our filmmakers stuck in 90's. I honestly think directors should retire at 55/6
108,Sadak 2 (2020),1.1,Mahesh Bhatt,"Keeping aside all the hate the film was receiving. The film wasted my time completely, the same old masala plot which is predictable. Felt no sense of making a remake of old film. Plus Aliaa and Aditya Roy acted really bad in the film. Sanjay Dutt was also merely okay.

I'll recommend not to watch it because it not good fil"
109,Sadak 2 (2020),1.1,Mahesh Bhatt,So if you have a lot of time you can definitely waste it by watching this... All the 
110,Sadak 2 (2020),1.1,Mahesh Bhatt,Don't ever watch this movie. It's a total waste of t
111,Sadak 2 (2020),1.1,Mahesh Bhatt,"Wasted my time completely.This is like the worst movie ever made in bollywood. I don't understand why would anybody make such a movie. No story, totally ridiculous mov"
112,Sadak 2 (2020),1.1,Mahesh Bhatt,"Pathetic movie, wasted my time..........

Intolerab"
113,Sadak 2 (2020),1.1,Mahesh Bhatt,"Time waste movie . Please don't dare to watch . This movie will suck your mind . Bad , dumb acting with direction less drama .🤕 y"
114,Sadak 2 (2020),1.1,Mahesh Bhatt,Not the movies people wanted after the pandemic situation to entertain themselves. Very ordinary story that is extremely predictable. Disappointed. Wouldn't recommend it to any
115,Sadak 2 (2020),1.1,Mahesh Bhatt,Poor story Pathetic Acting Bad dialogues And Most Important- Boring in tot
116,Sadak 2 (2020),1.1,Mahesh Bhatt,"Worst storyline, pathetic dialogues and worst acting by star cast. The direction is shoddy and obsolete. Save your time, don't watch this mo"
117,Sadak 2 (2020),1.1,Mahesh Bhatt,"The original can still be watched n enjoyed. This one doesn't have anything to offer apart from overacting from the guy who played the godman. Sad to see Sanju n Gulshan Grover in this terrible mess. A character is jailed for murder n he walks off the prison like a piece of cake n that too with an owl. The film lacked tension, ther is absolutely no suspense n forget about any action. The guy gets shot, stabbed but suddenly he turns into Wolverine. Songs from the original r awesome but here ther is nothing redeeming"
118,Sadak 2 (2020),1.1,Mahesh Bhatt,"Only watched it because of bad reviews and oh boy it didn't disappoint at all, the movie is as worst as it can get including bad storyline, bad acting, bad screenplay and direction. How to ruin a classic 101? Watch this film. Oh and the nepotism thing, all talentless actors here who only are in the industry because of their families- another reason to hate this fi"
119,Sadak 2 (2020),1.1,Mahesh Bhatt,Ohh how long i have been waiting for this movie but its totally crap & waste of time.Sanju baba must think again and again before signing these type of movies coz his fans loves him a
120,Sadak 2 (2020),1.1,Mahesh Bhatt,"This movie is nothing but disappointment , no storyline, dumbest actors ever. Guys I request please do not waste your time, this movie deserves 0 rating. Mr. Mahesh Bhatt you are good for noth"
121,Sadak 2 (2020),1.1,Mahesh Bhatt,"Not Good to watch , very boring , total wastage of t"
122,Sadak 2 (2020),1.1,Mahesh Bhatt,"Worst movie of the year , bad casting ,worst pe"
123,Sadak 2 (2020),1.1,Mahesh Bhatt,This movie is a complete waste!!! yuckk!!!!! Please do not waste your money!! it aint worth 
124,Sadak 2 (2020),1.1,Mahesh Bhatt,Waste of time and money. It is just complete waste of t
125,Sadak 2 (2020),1.1,Mahesh Bhatt,"Cringe... cringe and more cringe.. the music, dialogues, screenplay and performance nothing here is worth watching and spending tim"
126,Sadak 2 (2020),1.1,Mahesh Bhatt,"I had mosquito bites that were more passionate than this undead, unrequited, and altogether unfun pseudo-romantic "
127,Sadak 2 (2020),1.1,Mahesh Bhatt,Genuinely its a worst movie I came across....non biased totally w
128,Sadak 2 (2020),1.1,Mahesh Bhatt,Very poorly written and directed! Not the best music we hope the Bhatt movie has.. and nothing good than Sanjay Dutt in 
129,Sadak 2 (2020),1.1,Mahesh Bhatt,Its unbearable and utter waste of time .... so much of overacting imagine calling these kinda actress in oscar jury
130,Sadak 2 (2020),1.1,Mahesh Bhatt,"The worst film ever. Very Bad movie don't watch this movie, I have not even seen the movie, because he had such a bad acting in the trai"
131,Sadak 2 (2020),1.1,Mahesh Bhatt,The most chutia movie in the world please guys don't waste your time to watch this mo
132,Sadak 2 (2020),1.1,Mahesh Bhatt,I thought this was sequel to English movie Road but this is infact part 2 of Sadak cheap bollywood movie. Felt like I wasted my money on crap I would never watch had I known that this wasn't sequel of Road movie. Further I had to visit doctor as I couldn't sleep due to nightmares I got after I watched the movie. Please don't watch this cheap movie instead buy some nice book from Gita press. Jai Shri
133,Sadak 2 (2020),1.1,Mahesh Bhatt,"The performance of both Sanjay dutt and alia bhatt was so bad. If I had watched in a theatre, I would be missed off even "
134,Sadak 2 (2020),1.1,Mahesh Bhatt,I watched movie for only sanjay sir. Outstanding Act
135,Sadak 2 (2020),1.1,Mahesh Bhatt,"The movie did not deserve this hate, if you see it - you would realise that it would have died it's natutal death anyway. Worst acting, pathetic plot, most importantly Aalia's worst performance - why did they name Sadak -2 , easily the most horrific drama one will this year hopefu"
136,Sadak 2 (2020),1.1,Mahesh Bhatt,"After watching the movie, I feel some filmmakers are still thinking that they can serve the audience whatever they want which makes no sense to public. This movie has pathetic storyline. Feels like I can write a better one. Watch the trailer and be ha"
137,Sadak 2 (2020),1.1,Mahesh Bhatt,No need kind of movie in remake content for old m
